index,ecg_value,gsr_value,q_status,a_status
307,0.025415,0.280547,0,0
308,0.838710,0.280547,0,0
309,1.000000,0.281525,0,0
310,0.267840,0.281525,0,0
311,0.000000,0.281525,0,0
312,0.000000,0.280547,0,0
313,0.350929,0.280547,0,0
314,1.000000,0.280547,0,0
315,0.879765,0.281525,0,0
316,0.000000,0.281525,0,0
317,0.000000,0.281525,0,0
318,0.000000,0.280547,0,0
319,0.843597,0.280547,0,0
320,1.000000,0.280547,0,0
321,0.486804,0.281525,0,0
322,0.000000,0.281525,0,0
323,0.000000,0.280547,0,0
324,0.358749,0.280547,0,0
325,1.000000,0.280547,0,0
326,1.000000,0.281525,0,0
327,0.000000,0.281525,0,0
328,0.000000,0.281525,0,0
329,0.000000,0.280547,0,0
330,0.273705,0.280547,0,0
331,1.000000,0.280547,0,0
332,0.182796,0.281525,0,0
333,0.000000,0.281525,0,0
334,0.000000,0.280547,0,0
335,0.000000,0.280547,0,0
336,0.383187,0.280547,0,0
337,0.608016,0.281525,0,0
338,0.000000,0.281525,0,0
339,0.000000,0.281525,0,0
340,0.000000,0.280547,0,0
341,0.650049,0.280547,0,0
342,1.000000,0.280547,0,0
343,0.833822,0.281525,0,0
344,0.000000,0.281525,0,0
345,0.000000,0.281525,0,0
346,0.446725,0.280547,0,0
347,1.000000,0.280547,0,0
348,1.000000,0.281525,0,0
349,0.604106,0.281525,0,0
350,0.000000,0.281525,0,0
351,0.000000,0.280547,0,0
352,1.000000,0.280547,0,0
353,1.000000,0.280547,0,0
354,1.000000,0.281525,0,0
355,0.331378,0.281525,0,0
356,0.000000,0.281525,0,0
357,0.481916,0.280547,0,0
358,1.000000,0.280547,0,0
359,1.000000,0.281525,0,0
360,1.000000,0.281525,0,0
361,0.235582,0.281525,0,0
362,0.028348,0.280547,0,0
363,1.000000,0.280547,0,0
364,1.000000,0.281525,0,0
365,1.000000,0.281525,0,0
366,0.439883,0.281525,0,0
367,0.000000,0.281525,0,0
368,0.252199,0.280547,0,0
369,1.000000,0.280547,0,0
370,1.000000,0.281525,0,0
371,0.824047,0.281525,0,0
372,0.012708,0.281525,0,0
373,0.000000,0.281525,0,0
374,0.706745,0.280547,0,0
375,1.000000,0.281525,0,0
376,1.000000,0.281525,0,0
377,0.403715,0.281525,0,0
378,0.000000,0.281525,0,0
379,0.113392,0.280547,0,0
380,1.000000,0.280547,0,0
381,1.000000,0.281525,0,0
382,0.841642,0.281525,0,0
383,0.000000,0.281525,0,0
384,0.000000,0.281525,0,0
385,0.402737,0.280547,0,0
386,1.000000,0.280547,0,0
387,1.000000,0.281525,0,0
388,0.235582,0.281525,0,0
389,0.000000,0.281525,0,0
390,0.000000,0.280547,0,0
391,0.551320,0.280547,0,0
392,1.000000,0.281525,0,0
393,0.830890,0.281525,0,0
394,0.000000,0.281525,0,0
395,0.000000,0.281525,0,0
396,0.287390,0.280547,0,0
397,1.000000,0.280547,0,0
398,1.000000,0.281525,0,0
399,0.487781,0.281525,0,0
400,0.000000,0.281525,0,0
401,0.000000,0.281525,0,0
402,0.753666,0.280547,0,0
403,1.000000,0.281525,0,0
404,1.000000,0.281525,0,0
405,0.000000,0.281525,0,0
406,0.000000,0.281525,0,0
407,0.099707,0.280547,0,0
408,1.000000,0.280547,0,0
409,1.000000,0.281525,0,0
410,0.521994,0.281525,0,0
411,0.000000,0.281525,0,0
412,0.000000,0.281525,0,0
413,0.549365,0.280547,0,0
414,1.000000,0.281525,0,0
415,1.000000,0.281525,0,0
416,0.132942,0.281525,0,0
417,0.000000,0.281525,0,0
418,0.130010,0.280547,0,0
419,1.000000,0.280547,0,0
420,1.000000,0.281525,0,0
421,0.851417,0.281525,0,0
422,0.000000,0.281525,0,0
423,0.000000,0.281525,0,0
424,0.648094,0.280547,0,0
425,1.000000,0.281525,0,0
426,1.000000,0.281525,0,0
427,0.438905,0.281525,0,0
428,0.000000,0.281525,0,0
429,0.133920,0.281525,0,0
430,1.000000,0.281525,0,0
431,1.000000,0.281525,0,0
432,1.000000,0.281525,0,0
433,0.260020,0.281525,0,0
434,0.000000,0.281525,0,0
435,0.820137,0.281525,0,0
436,1.000000,0.281525,0,0
437,1.000000,0.281525,0,0
438,0.937439,0.281525,0,0
439,0.362659,0.281525,0,0
440,0.423265,0.281525,0,0
441,1.000000,0.281525,0,0
442,1.000000,0.281525,0,0
443,1.000000,0.281525,0,0
444,0.679374,0.281525,0,0
445,0.279570,0.281525,0,0
446,1.000000,0.281525,0,0
447,1.000000,0.281525,0,0
448,1.000000,0.281525,0,0
449,1.000000,0.282502,0,0
450,0.486804,0.281525,0,0
451,0.482893,0.281525,0,0
452,1.000000,0.281525,0,0
453,1.000000,0.281525,0,0
454,1.000000,0.281525,0,0
455,0.865103,0.282502,0,0
456,0.535679,0.281525,0,0
457,1.000000,0.281525,0,0
458,1.000000,0.281525,0,0
459,1.000000,0.281525,0,0
460,1.000000,0.282502,0,0
461,0.805474,0.282502,0,0
462,0.654936,0.281525,0,0
463,1.000000,0.281525,0,0
464,1.000000,0.281525,0,0
465,1.000000,0.282502,0,0
466,0.852395,0.282502,0,0
467,0.452590,0.281525,0,0
468,0.825024,0.281525,0,0
469,1.000000,0.281525,0,0
470,1.000000,0.281525,0,0
471,1.000000,0.282502,0,0
472,0.774194,0.282502,0,0
473,0.514174,0.281525,0,0
474,1.000000,0.281525,0,0
475,1.000000,0.281525,0,0
476,1.000000,0.282502,0,0
477,1.000000,0.282502,0,0
478,0.617791,0.282502,0,0
479,0.840665,0.281525,0,0
480,1.000000,0.281525,0,0
481,1.000000,0.281525,0,0
482,1.000000,0.282502,0,0
483,0.773216,0.282502,0,0
484,0.491691,0.281525,0,0
485,1.000000,0.281525,0,0
486,1.000000,0.281525,0,0
487,1.000000,0.282502,0,0
488,1.000000,0.282502,0,0
489,0.693060,0.282502,0,0
490,0.795699,0.281525,0,0
491,1.000000,0.281525,0,0
492,1.000000,0.281525,0,0
493,1.000000,0.282502,0,0
494,0.834800,0.282502,0,0
495,0.492669,0.281525,0,0
496,1.000000,0.281525,0,0
497,1.000000,0.281525,0,0
498,1.000000,0.282502,0,0
499,1.000000,0.282502,0,0
500,0.480938,0.282502,0,0
501,0.388074,0.281525,0,0
502,1.000000,0.281525,0,0
503,1.000000,0.281525,0,0
504,1.000000,0.282502,0,0
505,0.674487,0.282502,0,0
506,0.172043,0.282502,0,0
507,0.685239,0.281525,0,0
508,1.000000,0.281525,0,0
509,1.000000,0.282502,0,0
510,1.000000,0.282502,0,0
511,0.347019,0.282502,0,0
512,0.077224,0.281525,0,0
513,0.983382,0.281525,0,0
514,1.000000,0.281525,0,0
515,1.000000,0.282502,0,0
516,0.591398,0.282502,0,0
517,0.000000,0.282502,0,0
518,0.386119,0.281525,0,0
519,1.000000,0.281525,0,0
520,1.000000,0.281525,0,0
521,1.000000,0.282502,0,0
522,0.353861,0.282502,0,0
523,0.000000,0.281525,0,0
524,1.000000,0.281525,0,0
525,1.000000,0.281525,0,0
526,1.000000,0.282502,0,0
527,0.646139,0.282502,0,0
528,0.000000,0.282502,0,0
529,0.176931,0.281525,0,0
530,1.000000,0.281525,0,0
531,1.000000,0.281525,0,0
532,1.000000,0.282502,0,0
533,0.258065,0.282502,0,0
534,0.000000,0.281525,0,0
535,0.605083,0.281525,0,0
536,1.000000,0.281525,0,0
537,1.000000,0.282502,0,0
538,0.613881,0.282502,0,0
539,0.000000,0.282502,0,0
540,0.030303,0.281525,0,0
541,1.000000,0.281525,0,0
542,1.000000,0.281525,0,0
543,1.000000,0.282502,0,0
544,0.100684,0.282502,0,0
545,0.000000,0.281525,0,0
546,0.334311,0.281525,0,0
547,1.000000,0.281525,0,0
548,1.000000,0.282502,0,0
549,0.521017,0.282502,0,0
550,0.000000,0.282502,0,0
551,0.000000,0.281525,0,0
552,0.702835,0.281525,0,0
553,1.000000,0.281525,0,0
554,1.000000,0.282502,0,0
555,0.044966,0.282502,0,0
556,0.000000,0.281525,0,0
557,0.122190,0.281525,0,0
558,1.000000,0.281525,0,0
559,1.000000,0.281525,0,0
560,0.560117,0.282502,0,0
561,0.000000,0.282502,0,0
562,0.000000,0.281525,0,0
563,0.443793,0.281525,0,0
564,1.000000,0.281525,0,0
565,1.000000,0.282502,0,0
566,0.000000,0.282502,0,0
567,0.000000,0.282502,0,0
568,0.000000,0.281525,0,0
569,0.671554,0.281525,0,0
570,1.000000,0.281525,0,0
571,0.380254,0.282502,0,0
572,0.000000,0.282502,0,0
573,0.000000,0.281525,0,0
574,0.000000,0.281525,0,0
575,0.585533,0.281525,0,0
576,0.594330,0.282502,0,0
577,0.000000,0.282502,0,0
578,0.000000,0.282502,0,0
579,0.000000,0.281525,0,0
580,0.017595,0.281525,0,0
581,0.367546,0.281525,0,0
582,0.000000,0.282502,0,0
583,0.000000,0.282502,0,0
584,0.000000,0.281525,0,0
585,0.067449,0.281525,0,0
586,0.899316,0.281525,0,0
587,1.000000,0.281525,0,0
588,0.168133,0.282502,0,0
589,0.000000,0.282502,0,0
590,0.000000,0.281525,0,0
591,0.698925,0.281525,0,0
592,1.000000,0.281525,0,0
593,0.837732,0.282502,0,0
594,0.000000,0.282502,0,0
595,0.000000,0.281525,0,0
596,0.171065,0.281525,0,0
597,1.000000,0.281525,0,0
598,1.000000,0.281525,0,0
599,0.415445,0.282502,0,0
600,0.000000,0.282502,0,0
601,0.000000,0.281525,0,0
602,0.521017,0.281525,0,0
603,1.000000,0.281525,0,0
604,1.000000,0.282502,0,0
605,0.000000,0.282502,0,0
606,0.000000,0.281525,0,0
607,0.001955,0.281525,0,0
608,0.850440,0.281525,0,0
609,1.000000,0.281525,0,0
610,0.399805,0.282502,0,0
611,0.000000,0.282502,0,0
612,0.000000,0.281525,0,0
613,0.261975,0.281525,0,0
614,1.000000,0.281525,0,0
615,1.000000,0.282502,0,0
616,0.000000,0.282502,0,0
617,0.000000,0.282502,0,0
618,0.000000,0.281525,0,0
619,1.000000,0.281525,0,0
620,1.000000,0.281525,0,0
621,0.735093,0.282502,0,0
622,0.000000,0.282502,0,0
623,0.000000,0.281525,0,0
624,0.690127,0.281525,0,0
625,1.000000,0.281525,0,0
626,1.000000,0.282502,0,0
627,0.636364,0.282502,0,0
628,0.000000,0.282502,0,0
629,0.095797,0.281525,0,0
630,1.000000,0.281525,0,0
631,1.000000,0.281525,0,0
632,0.855327,0.282502,0,0
633,0.000000,0.282502,0,0
634,0.000000,0.281525,0,0
635,0.100684,0.281525,0,0
636,1.000000,0.281525,0,0
637,1.000000,0.282502,0,0
638,0.142717,0.282502,0,0
639,0.000000,0.282502,0,0
640,0.000000,0.281525,0,0
641,0.351906,0.281525,0,0
642,1.000000,0.281525,0,0
643,0.572825,0.282502,0,0
644,0.000000,0.282502,0,0
645,0.000000,0.282502,0,0
646,0.000000,0.281525,0,0
647,0.381232,0.281525,0,0
648,0.701857,0.282502,0,0
649,0.000000,0.282502,0,0
650,0.000000,0.282502,0,0
651,0.000000,0.281525,0,0
652,0.085044,0.281525,0,0
653,0.652004,0.281525,0,0
654,0.519062,0.282502,0,0
655,0.000000,0.282502,0,0
656,0.000000,0.281525,0,0
657,0.000000,0.281525,0,0
658,0.411535,0.281525,0,0
659,0.861193,0.281525,0,0
660,0.081134,0.282502,0,0
661,0.000000,0.282502,0,0
662,0.000000,0.281525,0,0
663,0.083089,0.281525,0,0
664,0.711632,0.281525,0,0
665,0.694037,0.282502,0,0
666,0.000000,0.282502,0,0
667,0.000000,0.281525,0,0
668,0.000000,0.281525,0,0
669,0.351906,0.281525,0,0
670,0.899316,0.281525,0,0
671,0.231672,0.282502,0,0
672,0.000000,0.282502,0,0
673,0.000000,0.281525,0,0
674,0.099707,0.281525,0,0
675,0.864125,0.281525,0,0
676,1.000000,0.281525,0,0
677,0.000000,0.282502,0,0
678,0.000000,0.281525,0,0
679,0.000000,0.281525,0,0
680,0.663734,0.281525,0,0
681,1.000000,0.281525,0,0
682,0.720430,0.282502,0,0
683,0.000000,0.282502,0,0
684,0.000000,0.281525,0,0
685,0.206256,0.281525,0,0
686,1.000000,0.281525,0,0
687,1.000000,0.281525,0,0
688,0.253177,0.282502,0,0
689,0.000000,0.281525,0,0
690,0.000000,0.281525,0,0
691,0.531769,0.281525,0,0
692,1.000000,0.281525,0,0
693,0.761486,0.281525,0,0
694,0.000000,0.281525,0,0
695,0.000000,0.281525,0,0
696,0.000000,0.281525,0,0
697,0.910068,0.281525,0,0
698,1.000000,0.281525,0,0
699,0.293255,0.281525,0,0
700,0.000000,0.281525,0,0
701,0.000000,0.281525,0,0
702,0.429130,0.281525,0,0
703,1.000000,0.281525,0,0
704,0.859238,0.281525,0,0
705,0.000000,0.281525,0,0
706,0.000000,0.281525,0,0
707,0.010753,0.281525,0,0
708,0.888563,0.281525,0,0
709,1.000000,0.281525,0,0
710,0.461388,0.281525,0,0
711,0.000000,0.281525,0,0
712,0.000000,0.281525,0,0
713,0.311828,0.280547,0,0
714,1.000000,0.281525,0,0
715,1.000000,0.281525,0,0
716,0.018573,0.281525,0,0
717,0.000000,0.281525,0,0
718,0.000000,0.280547,0,0
719,0.620723,0.280547,0,0
720,1.000000,0.281525,0,0
721,0.428153,0.281525,0,0
722,0.000000,0.281525,0,0
723,0.000000,0.281525,0,0
724,0.146628,0.280547,0,0
725,1.000000,0.280547,0,0
726,1.000000,0.281525,0,0
727,0.015640,0.281525,0,0
728,0.000000,0.281525,0,0
729,0.000000,0.280547,0,0
730,0.643206,0.280547,0,0
731,1.000000,0.281525,0,0
732,0.708700,0.281525,0,0
733,0.000000,0.281525,0,0
734,0.000000,0.281525,0,0
735,0.164223,0.280547,0,0
736,1.000000,0.280547,0,0
737,1.000000,0.281525,0,0
738,0.224829,0.281525,0,0
739,0.000000,0.281525,0,0
740,0.000000,0.280547,0,0
741,0.443793,0.280547,0,0
742,1.000000,0.280547,0,0
743,0.726295,0.281525,0,0
744,0.000000,0.281525,0,0
745,0.000000,0.280547,0,0
746,0.000000,0.280547,0,0
747,0.595308,0.280547,0,0
748,1.000000,0.280547,0,0
749,0.136852,0.281525,0,0
750,0.000000,0.281525,0,0
751,0.000000,0.280547,0,0
752,0.243402,0.280547,0,0
753,1.000000,0.280547,0,0
754,0.753666,0.281525,0,0
755,0.000000,0.281525,0,0
756,0.000000,0.280547,0,0
757,0.000000,0.280547,0,0
758,0.745846,0.280547,0,0
759,1.000000,0.280547,0,0
760,0.453568,0.281525,0,0
761,0.000000,0.280547,0,0
762,0.000000,0.280547,0,0
763,0.416422,0.280547,0,0
764,1.000000,0.280547,0,0
765,1.000000,0.280547,0,0
766,0.153470,0.280547,0,0
767,0.000000,0.280547,0,0
768,0.021505,0.280547,0,0
769,1.000000,0.280547,0,0
770,1.000000,0.280547,0,0
771,0.711632,0.280547,0,0
772,0.000000,0.280547,0,0
773,0.000000,0.280547,0,0
774,0.334311,0.279570,0,0
775,1.000000,0.279570,0,0
776,1.000000,0.280547,0,0
777,0.387097,0.280547,0,0
778,0.000000,0.280547,0,0
779,0.000000,0.279570,0,0
780,0.724340,0.279570,0,0
781,1.000000,0.280547,0,0
782,0.739003,0.280547,0,0
783,0.000000,0.280547,0,0
784,0.000000,0.279570,0,0
785,0.247312,0.279570,0,0
786,1.000000,0.279570,0,0
787,1.000000,0.280547,0,0
788,0.409580,0.280547,0,0
789,0.000000,0.280547,0,0
790,0.000000,0.279570,0,0
791,0.734115,0.279570,0,0
792,1.000000,0.279570,0,0
793,1.000000,0.280547,0,0
794,0.000000,0.280547,0,0
795,0.000000,0.279570,0,0
796,0.120235,0.279570,0,0
797,1.000000,0.279570,0,0
798,1.000000,0.279570,0,0
799,0.409580,0.279570,0,0
800,0.000000,0.279570,0,0
801,0.000000,0.279570,0,0
802,0.418377,0.279570,0,0
803,1.000000,0.279570,0,0
804,0.899316,0.279570,0,0
805,0.000000,0.279570,0,0
806,0.000000,0.279570,0,0
807,0.000000,0.278592,0,0
808,0.585533,0.278592,0,0
809,1.000000,0.279570,0,0
810,0.391007,0.279570,0,0
811,0.000000,0.279570,0,0
812,0.000000,0.279570,0,0
813,0.199413,0.278592,0,0
814,1.000000,0.278592,0,0
815,1.000000,0.279570,0,0
816,0.000000,0.279570,0,0
817,0.000000,0.279570,0,0
818,0.000000,0.278592,0,0
819,0.689150,0.278592,0,0
820,1.000000,0.278592,0,0
821,0.609971,0.279570,0,0
822,0.000000,0.279570,0,0
823,0.000000,0.278592,0,0
824,0.238514,0.278592,0,0
825,1.000000,0.278592,0,0
826,1.000000,0.278592,0,0
827,0.093842,0.279570,0,0
828,0.000000,0.278592,0,0
829,0.000000,0.278592,0,0
830,0.698925,0.278592,0,0
831,1.000000,0.278592,0,0
832,0.763441,0.278592,0,0
833,0.000000,0.278592,0,0
834,0.000000,0.278592,0,0
835,0.172043,0.277615,0,0
836,1.000000,0.278592,0,0
837,1.000000,0.278592,0,0
838,0.400782,0.278592,0,0
839,0.000000,0.278592,0,0
840,0.000000,0.277615,0,0
841,0.462366,0.277615,0,0
842,1.000000,0.277615,0,0
843,0.772238,0.278592,0,0
844,0.000000,0.278592,0,0
845,0.000000,0.277615,0,0
846,0.000000,0.277615,0,0
847,0.657869,0.277615,0,0
848,1.000000,0.277615,0,0
849,0.000000,0.278592,0,0
850,0.000000,0.278592,0,0
851,0.000000,0.277615,0,0
852,0.000000,0.277615,0,0
853,0.478006,0.277615,0,0
854,0.518084,0.277615,0,0
855,0.000000,0.277615,0,0
856,0.000000,0.277615,0,0
857,0.027370,0.276637,0,0
858,1.000000,0.276637,0,0
859,1.000000,0.277615,0,0
860,0.694037,0.277615,0,0
861,0.000000,0.277615,0,0
862,0.000000,0.276637,0,0
863,0.633431,0.276637,0,0
864,1.000000,0.276637,0,0
865,1.000000,0.277615,0,0
866,0.437928,0.277615,0,0
867,0.000000,0.277615,0,0
868,0.099707,0.276637,0,0
869,1.000000,0.276637,0,0
