index,ecg_value,gsr_value,par,q_status,a_status
241,0.585533,0.587488,0,0,0
242,0.501466,0.587488,1,0,0
243,0.269795,0.587488,0,0,0
244,0.290323,0.587488,1,0,0
245,0.465298,0.587488,0,0,0
246,0.578690,0.587488,1,0,0
247,0.488759,0.587488,0,0,0
248,0.318671,0.587488,1,0,0
249,0.258065,0.586510,0,0,0
250,0.439883,0.587488,1,0,0
251,0.574780,0.586510,0,0,0
252,0.460411,0.587488,1,0,0
253,0.274682,0.587488,0,0,0
254,0.261975,0.587488,1,0,0
255,0.435973,0.587488,0,0,0
256,0.556207,0.587488,1,0,0
257,0.436950,0.587488,0,0,0
258,0.258065,0.587488,1,0,0
259,0.283480,0.587488,0,0,0
260,0.476051,0.587488,1,0,0
261,0.585533,0.587488,0,0,0
262,0.391984,0.587488,1,0,0
263,0.283480,0.587488,0,0,0
264,0.429130,0.587488,1,0,0
265,0.625611,0.587488,0,0,0
266,0.652004,0.587488,1,0,0
267,0.443793,0.587488,0,0,0
268,0.344086,0.587488,1,0,0
269,0.490714,0.587488,0,0,0
270,0.656891,0.587488,1,0,0
271,0.602151,0.587488,0,0,0
272,0.416422,0.587488,1,0,0
273,0.322581,0.587488,0,0,0
274,0.425220,0.587488,1,0,0
275,0.595308,0.587488,0,0,0
276,0.633431,0.587488,1,0,0
277,0.416422,0.587488,0,0,0
278,0.286413,0.587488,1,0,0
279,0.399805,0.587488,0,0,0
280,0.584555,0.587488,1,0,0
281,0.570870,0.587488,0,0,0
282,0.399805,0.587488,1,0,0
283,0.314761,0.587488,0,0,0
284,0.417400,0.587488,1,0,0
285,0.576735,0.587488,0,0,0
286,0.563050,0.587488,1,0,0
287,0.354839,0.587488,0,0,0
288,0.301075,0.587488,1,0,0
289,0.506354,0.587488,0,0,0
290,0.674487,0.587488,1,0,0
291,0.660802,0.587488,0,0,0
292,0.486804,0.587488,1,0,0
293,0.360704,0.586510,0,0,0
294,0.412512,0.586510,1,0,0
295,0.571847,0.586510,0,0,0
296,0.636364,0.586510,1,0,0
297,0.521017,0.586510,0,0,0
298,0.346041,0.586510,1,0,0
299,0.344086,0.586510,0,0,0
300,0.507331,0.586510,1,0,0
301,0.608016,0.586510,0,0,0
302,0.412512,0.587488,1,0,0
303,0.280547,0.586510,0,0,0
304,0.324536,0.586510,1,0,0
305,0.548387,0.586510,0,0,0
306,0.596285,0.586510,1,0,0
307,0.468231,0.586510,0,0,0
308,0.318671,0.586510,1,0,0
309,0.385142,0.586510,0,0,0
310,0.627566,0.587488,1,0,0
311,0.652981,0.587488,0,0,0
312,0.507331,0.586510,1,0,0
313,0.355816,0.587488,0,0,0
314,0.451613,0.586510,1,0,0
315,0.676442,0.587488,0,0,0
316,0.679374,0.586510,1,0,0
317,0.519062,0.587488,0,0,0
318,0.382209,0.586510,1,0,0
319,0.479961,0.587488,0,0,0
320,0.690127,0.587488,1,0,0
321,0.660802,0.587488,0,0,0
322,0.468231,0.587488,1,0,0
323,0.343109,0.587488,0,0,0
324,0.462366,0.587488,1,0,0
325,0.652004,0.587488,0,0,0
326,0.599218,0.587488,1,0,0
327,0.406647,0.587488,0,0,0
328,0.299120,0.587488,1,0,0
329,0.371457,0.586510,0,0,0
330,0.522972,0.586510,1,0,0
331,0.587488,0.586510,0,0,0
332,0.451613,0.586510,1,0,0
333,0.253177,0.586510,0,0,0
334,0.298143,0.586510,1,0,0
335,0.504399,0.586510,0,0,0
336,0.540567,0.586510,1,0,0
337,0.349951,0.587488,0,0,0
338,0.246334,0.586510,1,0,0
339,0.323558,0.586510,0,0,0
340,0.497556,0.586510,1,0,0
341,0.585533,0.586510,0,0,0
342,0.479961,0.586510,1,0,0
343,0.317693,0.586510,0,0,0
344,0.282502,0.586510,1,0,0
345,0.426197,0.586510,0,0,0
346,0.608016,0.586510,1,0,0
347,0.543500,0.586510,0,0,0
348,0.337243,0.586510,1,0,0
349,0.325513,0.586510,0,0,0
350,0.473118,0.586510,1,0,0
351,0.626588,0.586510,0,0,0
352,0.603128,0.586510,1,0,0
353,0.394917,0.586510,0,0,0
354,0.342131,0.586510,1,0,0
355,0.469208,0.586510,0,0,0
356,0.634409,0.586510,1,0,0
357,0.659824,0.586510,0,0,0
358,0.460411,0.586510,1,0,0
359,0.368524,0.586510,0,0,0
360,0.514174,0.586510,1,0,0
361,0.695992,0.586510,0,0,0
362,0.623656,0.586510,1,0,0
363,0.413490,0.586510,0,0,0
364,0.399805,0.586510,1,0,0
365,0.596285,0.587488,0,0,0
366,0.698925,0.586510,1,0,0
367,0.618768,0.586510,0,0,0
368,0.452590,0.586510,1,0,0
369,0.406647,0.586510,0,0,0
370,0.591398,0.586510,1,0,0
371,0.716520,0.586510,0,0,0
372,0.575758,0.587488,1,0,0
373,0.341153,0.587488,0,0,0
374,0.228739,0.586510,1,0,0
375,0.298143,0.586510,0,0,0
376,0.279570,0.587488,1,0,0
377,0.049853,0.587488,0,0,0
378,0.000000,0.587488,1,0,0
379,0.000000,0.587488,0,0,0
380,0.071359,0.586510,1,0,0
381,0.253177,0.586510,0,0,0
382,0.320626,0.586510,1,0,0
383,0.291300,0.586510,0,0,0
384,0.384164,0.586510,1,0,0
385,0.646139,0.586510,0,0,0
386,0.740958,0.586510,1,0,0
387,0.578690,0.587488,0,0,0
388,0.428153,0.587488,1,0,0
389,0.494624,0.587488,0,0,0
390,0.706745,0.587488,1,0,0
391,0.708700,0.587488,0,0,0
392,0.548387,0.587488,1,0,0
393,0.410557,0.587488,0,0,0
394,0.496579,0.587488,1,0,0
395,0.663734,0.587488,0,0,0
396,0.660802,0.587488,1,0,0
397,0.479961,0.587488,0,0,0
398,0.364614,0.587488,1,0,0
399,0.479961,0.587488,0,0,0
400,0.675464,0.587488,1,0,0
401,0.633431,0.587488,0,0,0
402,0.433040,0.587488,1,0,0
403,0.399805,0.587488,0,0,0
404,0.539589,0.587488,1,0,0
405,0.721408,0.587488,0,0,0
406,0.652981,0.587488,1,0,0
407,0.434995,0.587488,0,0,0
408,0.414467,0.587488,1,0,0
409,0.601173,0.587488,0,0,0
410,0.694037,0.587488,1,0,0
411,0.538612,0.587488,0,0,0
412,0.374389,0.587488,1,0,0
413,0.359726,0.587488,0,0,0
414,0.497556,0.587488,1,0,0
415,0.625611,0.586510,0,0,0
416,0.571847,0.586510,1,0,0
417,0.346041,0.587488,0,0,0
418,0.308895,0.587488,1,0,0
419,0.499511,0.587488,0,0,0
420,0.627566,0.587488,1,0,0
421,0.572825,0.587488,0,0,0
422,0.403715,0.586510,1,0,0
423,0.351906,0.587488,0,0,0
424,0.513196,0.586510,1,0,0
425,0.679374,0.587488,0,0,0
426,0.599218,0.586510,1,0,0
427,0.387097,0.587488,0,0,0
428,0.383187,0.587488,1,0,0
429,0.532747,0.587488,0,0,0
430,0.667644,0.586510,1,0,0
431,0.566960,0.587488,0,0,0
432,0.381232,0.587488,1,0,0
433,0.364614,0.587488,0,0,0
434,0.529814,0.587488,1,0,0
435,0.635386,0.587488,0,0,0
436,0.504399,0.587488,1,0,0
437,0.301075,0.587488,0,0,0
438,0.337243,0.587488,1,0,0
439,0.491691,0.587488,0,0,0
440,0.595308,0.587488,1,0,0
441,0.454545,0.587488,0,0,0
442,0.293255,0.587488,1,0,0
443,0.332356,0.587488,0,0,0
444,0.512219,0.587488,1,0,0
445,0.579668,0.587488,0,0,0
446,0.428153,0.587488,1,0,0
447,0.263930,0.587488,0,0,0
448,0.329423,0.587488,1,0,0
449,0.518084,0.587488,0,0,0
450,0.594330,0.586510,1,0,0
451,0.480938,0.586510,0,0,0
452,0.310850,0.587488,1,0,0
453,0.381232,0.587488,0,0,0
454,0.613881,0.587488,1,0,0
455,0.664712,0.587488,0,0,0
456,0.535679,0.586510,1,0,0
457,0.374389,0.586510,0,0,0
458,0.368524,0.586510,1,0,0
459,0.521017,0.586510,0,0,0
460,0.674487,0.586510,1,0,0
461,0.608993,0.586510,0,0,0
462,0.443793,0.586510,1,0,0
463,0.432063,0.586510,0,0,0
464,0.603128,0.586510,1,0,0
465,0.717498,0.587488,0,0,0
466,0.582600,0.587488,1,0,0
467,0.406647,0.586510,0,0,0
468,0.392962,0.587488,1,0,0
469,0.550342,0.587488,0,0,0
470,0.627566,0.587488,1,0,0
471,0.488759,0.587488,0,0,0
472,0.308895,0.587488,1,0,0
473,0.415445,0.587488,0,0,0
474,0.588465,0.587488,1,0,0
475,0.581623,0.587488,0,0,0
476,0.404692,0.587488,1,0,0
477,0.314761,0.587488,0,0,0
478,0.450635,0.587488,1,0,0
479,0.645161,0.587488,0,0,0
480,0.593353,0.587488,1,0,0
481,0.387097,0.587488,0,0,0
482,0.365591,0.587488,1,0,0
483,0.512219,0.587488,0,0,0
484,0.672532,0.587488,1,0,0
485,0.663734,0.587488,0,0,0
486,0.499511,0.587488,1,0,0
487,0.385142,0.587488,0,0,0
488,0.497556,0.587488,1,0,0
489,0.686217,0.587488,0,0,0
490,0.641251,0.587488,1,0,0
491,0.418377,0.587488,0,0,0
492,0.369501,0.587488,1,0,0
493,0.552297,0.587488,0,0,0
494,0.682307,0.587488,1,0,0
495,0.571847,0.587488,0,0,0
496,0.403715,0.587488,1,0,0
497,0.418377,0.587488,0,0,0
498,0.601173,0.587488,1,0,0
499,0.703812,0.587488,0,0,0
500,0.569892,0.587488,1,0,0
501,0.385142,0.587488,0,0,0
502,0.425220,0.587488,1,0,0
503,0.605083,0.587488,0,0,0
504,0.695992,0.587488,1,0,0
505,0.535679,0.587488,0,0,0
506,0.375367,0.587488,1,0,0
507,0.424242,0.587488,0,0,0
508,0.585533,0.587488,1,0,0
509,0.655914,0.587488,0,0,0
510,0.532747,0.587488,1,0,0
511,0.328446,0.587488,0,0,0
512,0.360704,0.587488,1,0,0
513,0.573803,0.587488,0,0,0
514,0.621701,0.587488,1,0,0
515,0.440860,0.587488,0,0,0
516,0.308895,0.587488,1,0,0
517,0.419355,0.587488,0,0,0
518,0.596285,0.587488,1,0,0
519,0.601173,0.587488,0,0,0
520,0.452590,0.587488,1,0,0
521,0.334311,0.587488,0,0,0
522,0.408602,0.587488,1,0,0
523,0.588465,0.587488,0,0,0
524,0.659824,0.586510,1,0,0
525,0.545455,0.586510,0,0,0
526,0.369501,0.586510,1,0,0
527,0.370479,0.587488,0,0,0
528,0.538612,0.586510,1,0,0
529,0.639296,0.587488,0,0,0
530,0.517107,0.586510,1,0,0
531,0.345064,0.586510,0,0,0
532,0.370479,0.587488,1,0,0
533,0.531769,0.586510,0,0,0
534,0.626588,0.587488,1,0,0
535,0.528837,0.586510,0,0,0
536,0.325513,0.587488,1,0,0
537,0.340176,0.586510,0,0,0
538,0.565982,0.587488,1,0,0
539,0.652004,0.586510,0,0,0
540,0.546432,0.587488,1,0,0
541,0.385142,0.586510,0,0,0
542,0.356794,0.586510,1,0,0
543,0.502444,0.586510,0,0,0
544,0.677419,0.586510,1,0,0
545,0.604106,0.586510,0,0,0
546,0.391007,0.587488,1,0,0
547,0.423265,0.587488,0,0,0
548,0.589443,0.586510,1,0,0
549,0.695015,0.586510,0,0,0
550,0.597263,0.586510,1,0,0
551,0.399805,0.587488,0,0,0
552,0.421310,0.586510,1,0,0
553,0.636364,0.587488,0,0,0
554,0.715542,0.586510,1,0,0
555,0.608993,0.586510,0,0,0
556,0.432063,0.586510,1,0,0
557,0.392962,0.586510,0,0,0
558,0.523949,0.586510,1,0,0
559,0.691105,0.586510,0,0,0
560,0.696970,0.586510,1,0,0
561,0.495601,0.586510,0,0,0
562,0.418377,0.586510,1,0,0
563,0.549365,0.586510,0,0,0
564,0.639296,0.586510,1,0,0
565,0.461388,0.586510,0,0,0
566,0.187683,0.586510,1,0,0
567,0.035191,0.586510,0,0,0
568,0.047898,0.586510,1,0,0
569,0.134897,0.586510,0,0,0
570,0.105572,0.586510,1,0,0
571,0.007820,0.586510,0,0,0
572,0.080156,0.586510,1,0,0
573,0.347996,0.586510,0,0,0
574,0.630499,0.586510,1,0,0
575,0.606061,0.586510,0,0,0
576,0.458456,0.586510,1,0,0
577,0.390029,0.586510,0,0,0
578,0.558162,0.586510,1,0,0
579,0.710655,0.586510,0,0,0
580,0.637341,0.586510,1,0,0
581,0.459433,0.586510,0,0,0
582,0.437928,0.586510,1,0,0
583,0.606061,0.586510,0,0,0
584,0.733138,0.587488,1,0,0
585,0.638319,0.586510,0,0,0
586,0.447703,0.586510,1,0,0
587,0.409580,0.586510,0,0,0
588,0.542522,0.586510,1,0,0
589,0.699902,0.586510,0,0,0
590,0.643206,0.586510,1,0,0
591,0.458456,0.586510,0,0,0
592,0.406647,0.586510,1,0,0
593,0.555230,0.586510,0,0,0
594,0.692082,0.586510,1,0,0
595,0.664712,0.586510,0,0,0
596,0.490714,0.586510,1,0,0
597,0.388074,0.586510,0,0,0
598,0.517107,0.586510,1,0,0
599,0.697947,0.586510,0,0,0
600,0.638319,0.586510,1,0,0
601,0.416422,0.586510,0,0,0
602,0.378299,0.586510,1,0,0
603,0.505376,0.586510,0,0,0
604,0.660802,0.586510,1,0,0
605,0.606061,0.586510,0,0,0
606,0.424242,0.586510,1,0,0
607,0.364614,0.587488,0,0,0
608,0.511241,0.586510,1,0,0
609,0.657869,0.587488,0,0,0
610,0.553275,0.587488,1,0,0
611,0.349951,0.587488,0,0,0
612,0.343109,0.587488,1,0,0
613,0.508309,0.586510,0,0,0
614,0.647116,0.586510,1,0,0
615,0.602151,0.586510,0,0,0
616,0.432063,0.586510,1,0,0
617,0.341153,0.586510,0,0,0
618,0.491691,0.586510,1,0,0
619,0.655914,0.586510,0,0,0
620,0.610948,0.586510,1,0,0
621,0.431085,0.586510,0,0,0
622,0.364614,0.586510,1,0,0
623,0.528837,0.586510,0,0,0
624,0.677419,0.586510,1,0,0
625,0.602151,0.587488,0,0,0
626,0.430108,0.586510,1,0,0
627,0.364614,0.586510,0,0,0
628,0.473118,0.586510,1,0,0
629,0.633431,0.586510,0,0,0
630,0.603128,0.587488,1,0,0
631,0.439883,0.586510,0,0,0
632,0.320626,0.586510,1,0,0
633,0.397849,0.586510,0,0,0
634,0.592375,0.586510,1,0,0
635,0.566960,0.586510,0,0,0
636,0.343109,0.586510,1,0,0
637,0.259042,0.586510,0,0,0
638,0.413490,0.586510,1,0,0
639,0.561095,0.586510,0,0,0
640,0.526882,0.586510,1,0,0
641,0.310850,0.586510,0,0,0
642,0.286413,0.587488,1,0,0
643,0.463343,0.587488,0,0,0
644,0.611926,0.587488,1,0,0
645,0.513196,0.587488,0,0,0
646,0.334311,0.587488,1,0,0
647,0.371457,0.587488,0,0,0
648,0.603128,0.587488,1,0,0
649,0.680352,0.587488,0,0,0
650,0.570870,0.587488,1,0,0
651,0.396872,0.587488,0,0,0
652,0.447703,0.587488,1,0,0
653,0.660802,0.587488,0,0,0
654,0.693060,0.587488,1,0,0
655,0.494624,0.587488,0,0,0
656,0.374389,0.587488,1,0,0
657,0.486804,0.587488,0,0,0
658,0.669599,0.587488,1,0,0
659,0.608016,0.587488,0,0,0
660,0.389052,0.587488,1,0,0
661,0.356794,0.587488,0,0,0
662,0.548387,0.587488,1,0,0
663,0.669599,0.587488,0,0,0
664,0.547410,0.587488,1,0,0
665,0.382209,0.587488,0,0,0
666,0.369501,0.587488,1,0,0
667,0.518084,0.587488,0,0,0
668,0.676442,0.587488,1,0,0
669,0.582600,0.587488,0,0,0
670,0.381232,0.587488,1,0,0
671,0.390029,0.587488,0,0,0
672,0.590420,0.587488,1,0,0
673,0.666667,0.587488,0,0,0
674,0.500489,0.587488,1,0,0
675,0.361681,0.587488,0,0,0
676,0.389052,0.587488,1,0,0
677,0.550342,0.587488,0,0,0
678,0.679374,0.587488,1,0,0
679,0.565982,0.587488,0,0,0
680,0.401760,0.587488,1,0,0
681,0.425220,0.587488,0,0,0
682,0.587488,0.587488,1,0,0
683,0.693060,0.587488,0,0,0
684,0.553275,0.587488,1,0,0
685,0.400782,0.587488,0,0,0
686,0.451613,0.587488,1,0,0
687,0.630499,0.587488,0,0,0
688,0.686217,0.587488,1,0,0
689,0.542522,0.587488,0,0,0
690,0.390029,0.587488,1,0,0
691,0.410557,0.587488,0,0,0
692,0.617791,0.587488,1,0,0
693,0.676442,0.587488,0,0,0
694,0.567937,0.587488,1,0,0
695,0.379277,0.587488,0,0,0
696,0.359726,0.587488,1,0,0
697,0.558162,0.587488,0,0,0
698,0.657869,0.587488,1,0,0
699,0.508309,0.587488,0,0,0
700,0.333333,0.587488,1,0,0
701,0.407625,0.587488,0,0,0
702,0.618768,0.587488,1,0,0
703,0.633431,0.587488,0,0,0
704,0.431085,0.587488,1,0,0
705,0.336266,0.587488,0,0,0
706,0.483871,0.587488,1,0,0
707,0.643206,0.587488,0,0,0
708,0.645161,0.587488,1,0,0
709,0.479961,0.587488,0,0,0
710,0.340176,0.587488,1,0,0
711,0.438905,0.587488,0,0,0
712,0.602151,0.587488,1,0,0
713,0.649071,0.587488,0,0,0
714,0.511241,0.587488,1,0,0
715,0.352884,0.587488,0,0,0
716,0.430108,0.587488,1,0,0
717,0.646139,0.587488,0,0,0
718,0.666667,0.587488,1,0,0
719,0.462366,0.587488,0,0,0
720,0.366569,0.587488,1,0,0
721,0.451613,0.587488,0,0,0
722,0.634409,0.587488,1,0,0
723,0.682307,0.587488,0,0,0
724,0.534702,0.587488,1,0,0
725,0.401760,0.587488,0,0,0
726,0.437928,0.587488,1,0,0
727,0.591398,0.586510,0,0,0
728,0.680352,0.586510,1,0,0
729,0.510264,0.586510,0,0,0
730,0.345064,0.586510,1,0,0
731,0.330401,0.586510,0,0,0
732,0.496579,0.586510,1,0,0
733,0.665689,0.586510,0,0,0
734,0.574780,0.586510,1,0,0
735,0.388074,0.586510,0,0,0
736,0.424242,0.586510,1,0,0
737,0.652004,0.587488,0,0,0
738,0.729228,0.587488,1,0,0
739,0.625611,0.586510,0,0,0
740,0.457478,0.587488,1,0,0
741,0.520039,0.586510,0,0,0
742,0.745846,0.587488,1,0,0
743,0.807429,0.587488,0,0,0
744,0.637341,0.587488,1,0,0
745,0.530792,0.587488,0,0,0
746,0.648094,0.587488,1,0,0
747,0.798631,0.587488,0,0,0
748,0.768328,0.587488,1,0,0
749,0.556207,0.587488,0,0,0
750,0.314761,0.586510,1,0,0
751,0.230694,0.586510,0,0,0
752,0.309873,0.586510,1,0,0
753,0.296188,0.586510,0,0,0
754,0.158358,0.586510,1,0,0
755,0.047898,0.586510,0,0,0
756,0.217009,0.586510,1,0,0
757,0.607038,0.586510,0,0,0
758,0.756598,0.586510,1,0,0
759,0.695992,0.586510,0,0,0
760,0.572825,0.586510,1,0,0
761,0.631476,0.586510,0,0,0
762,0.800587,0.586510,1,0,0
763,1.000000,0.586510,0,0,0
764,0.718475,0.587488,1,0,0
765,0.529814,0.586510,0,0,0
766,0.548387,0.587488,1,0,0
767,0.687195,0.586510,0,0,0
768,0.738025,0.586510,1,0,0
769,0.538612,0.587488,0,0,0
770,0.384164,0.586510,1,0,0
771,0.447703,0.587488,0,0,0
