index,ecg_value,gsr_value,par,q_status,a_status
0,894,0.587488,1,0,0
1,0.502444,0.587488,0,0,0
2,0.682307,0.587488,1,0,0
3,0.662757,0.587488,0,0,0
4,0.519062,0.587488,1,0,0
5,0.450635,0.587488,0,0,0
6,0.574780,0.587488,1,0,0
7,0.725318,0.587488,0,0,0
8,0.574780,0.587488,1,0,0
9,0.364614,0.587488,0,0,0
10,0.256109,0.587488,1,0,0
11,0.286413,0.587488,0,0,0
12,0.323558,0.586510,1,0,0
13,0.209189,0.586510,0,0,0
14,0.000000,0.587488,1,0,0
15,0.000000,0.587488,0,0,0
